,crn,date,subj,sub_num,course,location,section,description,instructor,credit
5872,29444,TBA,IAD,203N,IAD 203N,TBA,001,Project Plan & Eval,"Crump, A",4.0
5873,@,TBA,IAD,290,IAD 290,TBA,-,Seminar In IAD,The Staff,V
5874,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5875,@,"4:10 - 5:00 PM, M",IAD,290,IAD 290,BOWLEY 101,001,Seminar In IAD,"Ullmann, K",V
5876,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5877,@,"5:10 - 6:00 PM, M",IAD,290,IAD 290,BOWLEY 101,001,Seminar In IAD,"Ullmann, K",V
5878,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5879,@,TBA,IAD,291,IAD 291,TBA,-,Topics In IAD,The Staff,V
5880,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5881,@,TBA,IAD,292,IAD 292,TBA,-,Internship,The Staff,V
5882,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5883,@,TBA,IAD,298,IAD 298,TBA,-,Dir Group Study,The Staff,V
5884,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5885,@,TBA,IAD,299,IAD 299,TBA,-,Research,The Staff,V
5886,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5887,@,TBA,IRE,098,IRE 098,TBA,-,Group Study,The Staff,V
5888,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5889,@,TBA,IRE,099,IRE 099,TBA,-,Individual Study,The Staff,V
5890,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5891,@,TBA,IRE,192,IRE 192,TBA,-,IR Internship,The Staff,V
5892,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5893,@,TBA,IRE,198,IRE 198,TBA,-,Group Study,The Staff,V
5894,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5895,@,TBA,IRE,199,IRE 199,TBA,-,Individual Study,The Staff,V
5896,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5897,29843,TBA,ITA,002,ITA 002,TBA,001,Elementary Italian,"Grossi, J",5.0
5898,29843,"9:00 - 9:50 AM, MTWRF",ITA,002,ITA 002,WELLMN 115,001,Elementary Italian,"Grossi, J",5.0
5899,29844,"10:00 - 10:50 AM, MTWRF",ITA,002,ITA 002,WELLMN 115,002,Elementary Italian,"Grossi, J",5.0
5900,29844,TBA,ITA,002,ITA 002,TBA,002,Elementary Italian,"Grossi, J",5.0
5901,29845,"11:00 - 11:50 AM, MTWRF",ITA,002,ITA 002,WELLMN 115,003,Elementary Italian,"Grossi, J",5.0
5902,29845,TBA,ITA,002,ITA 002,TBA,003,Elementary Italian,"Grossi, J",5.0
5903,44453,TBA,ITA,022,ITA 022,TBA,001,Intermediate Italian,"Ardeni, V",5.0
5904,44453,"10:00 - 10:50 AM, MTWR",ITA,022,ITA 022,WELLMN 103,001,Intermediate Italian,"Ardeni, V",5.0
5905,29847,"11:00 - 11:50 AM, MTWRF",ITA,031,ITA 031,HUNT 110,001,Beg Italian for Spn Spkr,"Ardeni, V",5.0
5906,@,TBA,ITA,098,ITA 098,TBA,-,Directed Gp Study,The Staff,V
5907,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5908,44454,"10:30 - 11:50 AM, TR",ITA,108,ITA 108,HART 1128,001,Contemp Italian Culture,"Delmolino, G",4.0
5909,44455,"1:40 - 3:00 PM, TR",ITA,115D,ITA 115D,OLSON 167,001,Italian Lyric 16 C,"Delmolino, G",4.0
5910,@,TBA,ITA,192,ITA 192,TBA,-,Italian Internship,The Staff,V
5911,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5912,@,TBA,ITA,194H,ITA 194H,TBA,-,Honors Program,The Staff,3.0
5913,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5914,@,TBA,ITA,195H,ITA 195H,TBA,-,Honors Thesis,The Staff,3.0
5915,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5916,@,TBA,ITA,197T,ITA 197T,TBA,-,Tutoring In Italian,The Staff,V
5917,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5918,@,TBA,ITA,197TC,ITA 197TC,TBA,-,Community Tutoring,The Staff,V
5919,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5920,@,TBA,ITA,198,ITA 198,TBA,-,Dir Group Study,The Staff,V
5921,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5922,@,TBA,ITA,199,ITA 199,TBA,-,Special Study,The Staff,V
5923,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5924,@,TBA,ITA,297,ITA 297,TBA,-,Indiv Study,The Staff,V
5925,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5926,@,TBA,ITA,298,ITA 298,TBA,-,Group Study,The Staff,V
5927,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5928,@,TBA,ITA,299,ITA 299,TBA,-,Research,The Staff,V
5929,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5930,@,TBA,ITA,299D,ITA 299D,TBA,-,Dissertation Research,The Staff,V
5931,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5932,@,TBA,ITA,396,ITA 396,TBA,-,Teach Asst Train Pract,The Staff,V
5933,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5934,29910,"8:00 - 8:50 AM, MTWRF",JPN,002,JPN 002,WELLMN 27,001,Elementary Japanese,"Lindblad, M",5.0
5935,29911,"8:00 - 8:50 AM, MTWRF",JPN,002,JPN 002,OLSON 141,002,Elementary Japanese,"Kato, Y",5.0
5936,29912,"9:00 - 9:50 AM, MTWRF",JPN,002,JPN 002,OLSON 261,003,Elementary Japanese,"Kato, Y",5.0
5937,29913,"10:00 - 10:50 AM, MTWRF",JPN,002,JPN 002,OLSON 261,004,Elementary Japanese,"Kato, Y",5.0
5938,29914,"11:00 - 11:50 AM, MTWRF",JPN,002,JPN 002,WELLMN 127,005,Elementary Japanese,"Wheeler, C",5.0
5939,29915,"11:00 - 11:50 AM, MTWRF",JPN,002,JPN 002,OLSON 261,006,Elementary Japanese,"Ito, J",5.0
5940,29916,"12:10 - 1:00 PM, MTWRF",JPN,002,JPN 002,OLSON 251,007,Elementary Japanese,"Ito, J",5.0
5941,29917,"12:10 - 1:00 PM, MTWRF",JPN,002,JPN 002,OLSON 223,008,Elementary Japanese,"Svare, M",5.0
5942,29918,"1:10 - 2:00 PM, MTWRF",JPN,002,JPN 002,OLSON 251,009,Elementary Japanese,"Ito, J",5.0
5943,29919,"1:10 - 2:00 PM, MTWRF",JPN,002,JPN 002,WELLMN 127,010,Elementary Japanese,"Uchida, M",5.0
5944,29920,"2:10 - 3:00 PM, MTWRF",JPN,002,JPN 002,WELLMN 203,011,Elementary Japanese,"Uchida, M",5.0
5945,29921,"2:10 - 3:00 PM, MTWRF",JPN,002,JPN 002,OLSON 251,012,Elementary Japanese,"Takeuchi, Y",5.0
5946,29922,"3:10 - 4:00 PM, MTWRF",JPN,002,JPN 002,OLSON 163,013,Elementary Japanese,"Takeuchi, Y",5.0
5947,44661,"4:10 - 5:00 PM, MTWRF",JPN,002,JPN 002,REMOTE,014,Elementary Japanese,"Shibata, Y",5.0
5948,29923,"9:00 - 9:50 AM, MTWRF",JPN,005,JPN 005,WELLMN 103,001,Intermed Japanese,"Takeuchi, K",5.0
5949,29924,"10:00 - 10:50 AM, MTWRF",JPN,005,JPN 005,WELLMN 101,002,Intermed Japanese,"Takeuchi, K",5.0
5950,29925,"12:10 - 1:00 PM, MTWRF",JPN,005,JPN 005,WELLMN 103,003,Intermed Japanese,"Uchida, M",5.0
5951,29926,"1:10 - 2:00 PM, MTWRF",JPN,005,JPN 005,REMOTE,004,Intermed Japanese,"Shibata, Y",5.0
5952,29927,"2:10 - 3:00 PM, MTWRF",JPN,005,JPN 005,REMOTE,005,Intermed Japanese,"Shibata, Y",5.0
5953,@,TBA,JPN,098,JPN 098,TBA,-,Dir Group Study,The Staff,V
5954,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5955,@,TBA,JPN,099,JPN 099,TBA,-,Study For Undergrad,The Staff,V
5956,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5957,29956,"2:10 - 4:00 PM, MW",JPN,102,JPN 102,WELLMN 212,001,Mid-Era Lit In Engl,"Wheeler, C",4.0
5958,29958,"8:00 - 8:50 AM, T",JPN,112,JPN 112,WELLMN 235,001,Modern Japanese,"Takeuchi, K",4.0
5959,29958,"8:00 - 8:50 AM, MWR",JPN,112,JPN 112,WELLMN 235,001,Modern Japanese,"Takeuchi, K",4.0
5960,29959,"1:10 - 2:00 PM, T",JPN,112,JPN 112,OLSON 151,002,Modern Japanese,"Takeuchi, Y",4.0
5961,29959,"1:10 - 2:00 PM, MWR",JPN,112,JPN 112,OLSON 151,002,Modern Japanese,"Takeuchi, Y",4.0
5962,29960,"2:10 - 3:00 PM, MWR",JPN,112,JPN 112,OLSON 117,003,Modern Japanese,"Svare, M",4.0
5963,29960,"2:10 - 3:00 PM, T",JPN,112,JPN 112,OLSON 117,003,Modern Japanese,"Svare, M",4.0
5964,29961,"12:10 - 2:00 PM, MW",JPN,122,JPN 122,OLSON 117,001,Advanced Japanese II,"Koyama, N",4.0
5965,29962,"4:10 - 6:00 PM, MW",JPN,151,JPN 151,OLSON 106,001,Japanese Linguistics,"Koyama, N",4.0
5966,29963,"4:10 - 6:00 PM, TR",JPN,155,JPN 155,WELLMN 202,001,Intro Japanese Folklore,"Foster, M",4.0
5967,45421,"10:00 - 11:50 AM, TR",JPN,159,JPN 159,WICKSN 1020,001,"""Other"" in Mod Jpn Lit","Mcdonald, T",4.0
5968,@,TBA,JPN,192,JPN 192,TBA,-,Japanese Intern,The Staff,V
5969,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5970,@,TBA,JPN,197T,JPN 197T,TBA,-,Tutoring Japanese,The Staff,V
5971,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5972,@,TBA,JPN,198,JPN 198,TBA,-,Dir Group Study,The Staff,V
5973,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5974,@,TBA,JPN,199,JPN 199,TBA,-,Study Adv Undergrad,The Staff,V
5975,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5976,@,TBA,JPN,299,JPN 299,TBA,-,Research,The Staff,V
5977,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5978,45532,"9:00 - 9:50 AM, M",LDA,002,LDA 002,HUNT 168,A01,"Place, Culture, Comm","Owens, P",4.0
5979,45532,"2:10 - 3:20 PM, MW",LDA,002,LDA 002,HUNT 100,A01,"Place, Culture, Comm","Owens, P",4.0
5980,45533,"10:00 - 10:50 AM, M",LDA,002,LDA 002,HUNT 168,A02,"Place, Culture, Comm","Owens, P",4.0
5981,45533,"2:10 - 3:20 PM, MW",LDA,002,LDA 002,HUNT 100,A02,"Place, Culture, Comm","Owens, P",4.0
5982,45534,"9:00 - 9:50 AM, M",LDA,002,LDA 002,HUNT 178,A03,"Place, Culture, Comm","Owens, P",4.0
5983,45534,"2:10 - 3:20 PM, MW",LDA,002,LDA 002,HUNT 100,A03,"Place, Culture, Comm","Owens, P",4.0
5984,45535,"10:00 - 10:50 AM, M",LDA,002,LDA 002,HUNT 178,A04,"Place, Culture, Comm","Owens, P",4.0
5985,45535,"2:10 - 3:20 PM, MW",LDA,002,LDA 002,HUNT 100,A04,"Place, Culture, Comm","Owens, P",4.0
5986,45536,"9:00 - 9:50 AM, M",LDA,002,LDA 002,HUNT 166,A05,"Place, Culture, Comm","Owens, P",4.0
5987,45536,"2:10 - 3:20 PM, MW",LDA,002,LDA 002,HUNT 100,A05,"Place, Culture, Comm","Owens, P",4.0
5988,45537,"10:00 - 10:50 AM, M",LDA,002,LDA 002,HUNT 166,A06,"Place, Culture, Comm","Owens, P",4.0
5989,45537,"2:10 - 3:20 PM, MW",LDA,002,LDA 002,HUNT 100,A06,"Place, Culture, Comm","Owens, P",4.0
5990,45609,"4:30 - 7:30 PM, MW",LDA,023,LDA 023,HUNT 253,001,Land Rep II,The Staff,4.0
5991,30041,"3:10 - 5:00 PM, TR",LDA,030,LDA 030,HUNT 100,001,History Environ Design,"Boults, E",4.0
5992,30047,"9:00 - 11:50 AM, T",LDA,070,LDA 070,HUNT 178,A01,Intro to Spacemaking,"Parker, C",4.0
5993,30047,"9:00 - 11:50 AM, W",LDA,070,LDA 070,HUNT 178,A01,Intro to Spacemaking,"Parker, C",4.0
5994,30048,"9:00 - 11:50 AM, T",LDA,070,LDA 070,HUNT 178,A02,Intro to Spacemaking,"Parker, C",4.0
5995,30048,"9:00 - 11:50 AM, W",LDA,070,LDA 070,HUNT 168,A02,Intro to Spacemaking,"Parker, C",4.0
5996,30049,"9:00 - 11:50 AM, T",LDA,070,LDA 070,HUNT 178,A03,Intro to Spacemaking,"Parker, C",4.0
5997,30049,"12:10 - 3:00 PM, F",LDA,070,LDA 070,HUNT 178,A03,Intro to Spacemaking,"Parker, C",4.0
5998,30050,"9:00 - 11:50 AM, W",LDA,070,LDA 070,HUNT 178,B01,Intro to Spacemaking,"Parker, C",4.0
5999,30050,"9:00 - 11:50 AM, F",LDA,070,LDA 070,HUNT 168,B01,Intro to Spacemaking,"Parker, C",4.0
6000,30051,"9:00 - 11:50 AM, W",LDA,070,LDA 070,HUNT 178,B02,Intro to Spacemaking,"Parker, C",4.0
6001,30051,"9:00 - 11:50 AM, R",LDA,070,LDA 070,HUNT 178,B02,Intro to Spacemaking,"Parker, C",4.0
6002,30052,"9:00 - 11:50 AM, W",LDA,070,LDA 070,HUNT 178,B03,Intro to Spacemaking,"Parker, C",4.0
6003,30052,"9:00 - 11:50 AM, R",LDA,070,LDA 070,HUNT 168,B03,Intro to Spacemaking,"Parker, C",4.0
6004,@,TBA,LDA,098,LDA 098,TBA,-,Group Study in LDA,The Staff,V
6005,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6006,30056,"9:00 - 11:50 AM, R",LDA,102,LDA 102,OLSON 101,001,Design Methods/Research,"Schlickman, E",3.0
6007,30057,"9:00 - 11:50 AM, MW",LDA,120,LDA 120,HUNT 253,001,Land Rep III,"Schlickman, E",4.0
6008,30057,TBA,LDA,120,LDA 120,TBA,001,Land Rep III,"Schlickman, E",4.0
6009,30058,"1:40 - 5:30 PM, R",LDA,141,LDA 141,HUNT 178,001,Community Participation,"De La Pena, D",4.0
6010,30058,"1:40 - 3:30 PM, T",LDA,141,LDA 141,HUNT 178,001,Community Participation,"De La Pena, D",4.0
6011,30059,"1:40 - 5:30 PM, R",LDA,141,LDA 141,HUNT 168,002,Community Participation,"De La Pena, D",4.0
6012,30059,"1:40 - 3:30 PM, T",LDA,141,LDA 141,HUNT 178,002,Community Participation,"De La Pena, D",4.0
6013,45505,"1:00 - 5:00 PM, T",LDA,150,LDA 150,PLESC 1137,A01,Intro to GIS,"Dahlke, H",4.0
6014,45505,"9:00 - 10:20 AM, TR",LDA,150,LDA 150,CHEM 179,A01,Intro to GIS,"Dahlke, H",4.0
6015,45506,"1:10 - 5:00 PM, R",LDA,150,LDA 150,PLESC 1137,A02,Intro to GIS,"Dahlke, H",4.0
6016,45506,"9:00 - 10:20 AM, TR",LDA,150,LDA 150,CHEM 179,A02,Intro to GIS,"Dahlke, H",4.0
6017,45507,"9:00 - 11:50 AM, F",LDA,150,LDA 150,PLESC 1137,A03,Intro to GIS,"Dahlke, H",4.0
6018,45507,"9:00 - 10:20 AM, TR",LDA,150,LDA 150,CHEM 179,A03,Intro to GIS,"Dahlke, H",4.0
6019,45508,"9:00 - 10:20 AM, TR",LDA,150,LDA 150,CHEM 179,A04,Intro to GIS,"Dahlke, H",4.0
6020,45508,"1:10 - 5:00 PM, F",LDA,150,LDA 150,PLESC 1137,A04,Intro to GIS,"Dahlke, H",4.0
6021,30060,"9:00 - 12:50 PM, TR",LDA,170,LDA 170,HUNT 120,001,Field Studio,"Boults, E",6.0
6022,30061,"9:00 - 12:50 PM, TR",LDA,170,LDA 170,HUNT 114,002,Field Studio,"Kiers, A",6.0
6023,30062,"9:00 - 12:50 PM, MW",LDA,183,LDA 183,HUNT 139,001,Adv LA Studio II,"Milligan, B",6.0
6024,30063,"9:00 - 12:50 PM, MW",LDA,183,LDA 183,OLSON 151,002,Adv LA Studio II,The Staff,6.0
6025,@,TBA,LDA,191,LDA 191,TBA,-,LDA Advanced Studio,The Staff,V
6026,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6027,@,"2:10 - 3:30 PM, MW",LDA,191,LDA 191,HUNT 178,001,LDA Advanced Studio,"Kiers, A",V
6028,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6029,@,TBA,LDA,192,LDA 192,TBA,-,Internship,The Staff,V
6030,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6031,@,TBA,LDA,198,LDA 198,TBA,-,Group Study,The Staff,V
6032,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6033,@,TBA,LDA,199,LDA 199,TBA,-,Individual Study,The Staff,V
6034,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6035,30085,"2:10 - 5:00 PM, W",LDA,202,LDA 202,OLSON 144,001,Design & Research,"De La Pena, D",4.0
6036,@,TBA,LDA,298,LDA 298,TBA,-,Group Study,The Staff,V
6037,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6038,@,TBA,LDA,299,LDA 299,TBA,-,Research,The Staff,V
6039,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6040,@,TBA,LDA,396,LDA 396,TBA,-,Teaching Asst Train Prac,The Staff,V
6041,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6042,30021,"10:00 - 10:50 AM, MTWRF",LAT,002,LAT 002,WELLMN 203,001,Elementary Latin,"Hutton, S",5.0
6043,30022,"9:00 - 9:50 AM, MTWRF",LAT,002,LAT 002,WELLMN 123,002,Elementary Latin,"Rundin, J",5.0
6044,@,TBA,LAT,098,LAT 098,TBA,-,Directed Gp Study,The Staff,V
6045,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6046,44586,"10:30 - 11:50 AM, TR",LAT,108,LAT 108,WELLMN 205,001,Horace: Satires&Epistles,"Rundin, J",4.0
6047,44587,"10:00 - 10:50 AM, MWF",LAT,130,LAT 130,HART 1120,001,Readings in Late Latin,"Chin, C",4.0
6048,@,TBA,LAT,198,LAT 198,TBA,-,Directed Gp Study,The Staff,V
6049,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6050,@,TBA,LAT,199,LAT 199,TBA,-,Special Study,The Staff,V
6051,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6052,30103,"4:10 - 5:00 PM, M",LIN,001,LIN 001,HUTCH 102,A01,Intro Linguistics,"Corina, D",4.0
6053,30103,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A01,Intro Linguistics,"Corina, D",4.0
6054,30104,"8:00 - 8:50 AM, T",LIN,001,LIN 001,SOCSCI 80,A02,Intro Linguistics,"Corina, D",4.0
6055,30104,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A02,Intro Linguistics,"Corina, D",4.0
6056,30105,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A03,Intro Linguistics,"Corina, D",4.0
6057,30105,"3:10 - 4:00 PM, T",LIN,001,LIN 001,WICKSN 1038,A03,Intro Linguistics,"Corina, D",4.0
6058,30106,"8:00 - 8:50 AM, R",LIN,001,LIN 001,SOCSCI 80,A04,Intro Linguistics,"Corina, D",4.0
6059,30106,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A04,Intro Linguistics,"Corina, D",4.0
6060,30107,"5:10 - 6:00 PM, W",LIN,001,LIN 001,WELLMN 109,A05,Intro Linguistics,"Corina, D",4.0
6061,30107,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A05,Intro Linguistics,"Corina, D",4.0
6062,30108,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A06,Intro Linguistics,"Corina, D",4.0
6063,30108,"3:10 - 4:00 PM, R",LIN,001,LIN 001,WICKSN 1038,A06,Intro Linguistics,"Corina, D",4.0
6064,30109,"10:00 - 10:50 AM, MWF",LIN,001,LIN 001,KLEIBR 3,A07,Intro Linguistics,"Corina, D",4.0
6065,30109,"1:10 - 2:00 PM, F",LIN,001,LIN 001,WICKSN 1038,A07,Intro Linguistics,"Corina, D",4.0
6066,44705,"8:00 - 8:50 AM, T",LIN,001Y,LIN 001Y,SOCSCI 90,A01,Intro Linguistics,"Morgan, E",4.0
6067,44705,TBA,LIN,001Y,LIN 001Y,TBA,A01,Intro Linguistics,"Morgan, E",4.0
6068,44706,"4:10 - 5:00 PM, M",LIN,001Y,LIN 001Y,SOCSCI 90,A02,Intro Linguistics,"Morgan, E",4.0
6069,44706,TBA,LIN,001Y,LIN 001Y,TBA,A02,Intro Linguistics,"Morgan, E",4.0
6070,44707,"5:10 - 6:00 PM, M",LIN,001Y,LIN 001Y,WELLMN 1,A03,Intro Linguistics,"Morgan, E",4.0
6071,44707,TBA,LIN,001Y,LIN 001Y,TBA,A03,Intro Linguistics,"Morgan, E",4.0
6072,44708,"8:00 - 8:50 AM, R",LIN,001Y,LIN 001Y,HARING 2016,A04,Intro Linguistics,"Morgan, E",4.0
6073,44708,TBA,LIN,001Y,LIN 001Y,TBA,A04,Intro Linguistics,"Morgan, E",4.0
6074,44709,TBA,LIN,001Y,LIN 001Y,TBA,A05,Intro Linguistics,"Morgan, E",4.0
6075,44709,"5:10 - 6:00 PM, W",LIN,001Y,LIN 001Y,HOAGLD 108,A05,Intro Linguistics,"Morgan, E",4.0
6076,44710,"3:10 - 4:00 PM, T",LIN,001Y,LIN 001Y,WELLMN 201,A06,Intro Linguistics,"Morgan, E",4.0
6077,44710,TBA,LIN,001Y,LIN 001Y,TBA,A06,Intro Linguistics,"Morgan, E",4.0
6078,44711,"5:10 - 6:00 PM, M",LIN,001Y,LIN 001Y,WELLMN 207,A07,Intro Linguistics,"Morgan, E",4.0
6079,44711,TBA,LIN,001Y,LIN 001Y,TBA,A07,Intro Linguistics,"Morgan, E",4.0
6080,44712,"1:10 - 2:00 PM, F",LIN,001Y,LIN 001Y,KERR 293,A08,Intro Linguistics,"Morgan, E",4.0
6081,44712,TBA,LIN,001Y,LIN 001Y,TBA,A08,Intro Linguistics,"Morgan, E",4.0
6082,44713,"1:10 - 2:00 PM, R",LIN,001Y,LIN 001Y,TBA,A09,Intro Linguistics,"Morgan, E",4.0
6083,44713,TBA,LIN,001Y,LIN 001Y,TBA,A09,Intro Linguistics,"Morgan, E",4.0
6084,44714,"4:10 - 5:00 PM, R",LIN,001Y,LIN 001Y,OLSON 261,A10,Intro Linguistics,"Morgan, E",4.0
6085,44714,TBA,LIN,001Y,LIN 001Y,TBA,A10,Intro Linguistics,"Morgan, E",4.0
6086,44715,"3:10 - 4:00 PM, R",LIN,001Y,LIN 001Y,WELLMN 201,A11,Intro Linguistics,"Morgan, E",4.0
6087,44715,TBA,LIN,001Y,LIN 001Y,TBA,A11,Intro Linguistics,"Morgan, E",4.0
6088,44716,"2:10 - 3:00 PM, F",LIN,001Y,LIN 001Y,SOCSCI 90,A12,Intro Linguistics,"Morgan, E",4.0
6089,44716,TBA,LIN,001Y,LIN 001Y,TBA,A12,Intro Linguistics,"Morgan, E",4.0
6090,45056,"11:00 - 11:50 AM, TR",LIN,005,LIN 005,KERR 293,001,Global English & Comm,The Staff,4.0
6091,45056,"9:00 - 9:50 AM, TR",LIN,005,LIN 005,GIEDT 1007,001,Global English & Comm,The Staff,4.0
6092,45059,"10:00 - 10:50 AM, TR",LIN,005,LIN 005,WELLMN 207,002,Global English & Comm,The Staff,4.0
6093,45059,"12:10 - 1:00 PM, TR",LIN,005,LIN 005,OLSON 217,002,Global English & Comm,The Staff,4.0
6094,@,TBA,LIN,096,LIN 096,TBA,-,Directed Study in ESL,The Staff,V
6095,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6096,@,TBA,LIN,098,LIN 098,TBA,-,Directed Group Study,The Staff,V
6097,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6098,@,TBA,LIN,099,LIN 099,TBA,-,Special Study Undergrad,The Staff,V
6099,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
6100,44717,"10:00 - 10:50 AM, MWF",LIN,103B,LIN 103B,WELLMN 126,A01,Linguistic Analysis II,The Staff,4.0
6101,44717,"1:10 - 2:00 PM, M",LIN,103B,LIN 103B,SOCSCI 90,A01,Linguistic Analysis II,The Staff,4.0
6102,44718,"10:00 - 10:50 AM, MWF",LIN,103B,LIN 103B,WELLMN 126,A02,Linguistic Analysis II,The Staff,4.0
6103,44718,"3:10 - 4:00 PM, T",LIN,103B,LIN 103B,OLSON 105,A02,Linguistic Analysis II,The Staff,4.0
6104,44719,"10:00 - 10:50 AM, MWF",LIN,103B,LIN 103B,WELLMN 126,A03,Linguistic Analysis II,The Staff,4.0
6105,44719,"9:00 - 9:50 AM, R",LIN,103B,LIN 103B,OLSON 207,A03,Linguistic Analysis II,The Staff,4.0
6106,30192,"9:00 - 9:50 AM, F",LIN,106,LIN 106,SHLDS 90A,A01,English Grammar,"Ferris, D",4.0
6107,30192,"1:40 - 3:00 PM, TR",LIN,106,LIN 106,WELLMN 106,A01,English Grammar,"Ferris, D",4.0
6108,30193,"1:40 - 3:00 PM, TR",LIN,106,LIN 106,WELLMN 106,A02,English Grammar,"Ferris, D",4.0
6109,30193,"10:00 - 10:50 AM, F",LIN,106,LIN 106,SHLDS 90A,A02,English Grammar,"Ferris, D",4.0
6110,30194,"11:00 - 11:50 AM, F",LIN,106,LIN 106,SHLDS 90A,A03,English Grammar,"Ferris, D",4.0
6111,30194,"1:40 - 3:00 PM, TR",LIN,106,LIN 106,WELLMN 106,A03,English Grammar,"Ferris, D",4.0
6112,44720,"4:10 - 5:00 PM, W",LIN,111,LIN 111,WELLMN 201,A01,Intro Phono Theory,"Smith, C",4.0
6113,44720,"9:00 - 9:50 AM, MWF",LIN,111,LIN 111,WELLMN 230,A01,Intro Phono Theory,"Smith, C",4.0
6114,44721,"1:10 - 2:00 PM, F",LIN,111,LIN 111,OLSON 207,A02,Intro Phono Theory,"Smith, C",4.0
6115,44721,"9:00 - 9:50 AM, MWF",LIN,111,LIN 111,WELLMN 230,A02,Intro Phono Theory,"Smith, C",4.0
6116,44722,"1:40 - 3:00 PM, TR",LIN,141,LIN 141,OLSON 158,001,Semantics,"Jafarali Jasbi, M",4.0
6117,45055,"12:10 - 1:30 PM, TR",LIN,165,LIN 165,STORER 1344,001,Applied Linguistics,"Bayley, R",4.0
6118,45055,"3:10 - 4:00 PM, R",LIN,165,LIN 165,WELLMN 207,001,Applied Linguistics,"Bayley, R",4.0
6119,44723,"4:10 - 5:00 PM, M",LIN,171,LIN 171,REMOTE,A01,Intro Psycholinguistics,The Staff,4.0
6120,44723,"12:10 - 1:00 PM, MWF",LIN,171,LIN 171,REMOTE,A01,Intro Psycholinguistics,The Staff,4.0
6121,44724,"12:10 - 1:00 PM, MWF",LIN,171,LIN 171,REMOTE,A02,Intro Psycholinguistics,The Staff,4.0
6122,44724,"5:10 - 6:00 PM, W",LIN,171,LIN 171,REMOTE,A02,Intro Psycholinguistics,The Staff,4.0
